address,year,day,length,weight,count,looped,neighbors,income,label
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,102,144,0.0656955293403044,617,0,2,1712803849,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,80,144,0.155552516563299,2052,0,2,704997389,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,143,122,1.77679052026924e-15,2,0,4,3976780000,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,133,144,0.00272745128532117,418,317,4,2431860179,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,85,8,0.03125,1,0,2,849296438,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,124,144,0.00046719607134558,537,0,1,1932315436,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,84,144,0.251128288706099,1304,1304,2,851029374,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,122,40,4.06901041666667e-05,1,0,1,1987861920,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,79,0,2,2,0,4,1114350000,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,109,112,0.000231620466868141,848,0,1,2000074762,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,128,86,2.72848410531878e-12,1,1,2,1974482045,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,87,144,0.0312906847742394,608,1,4,1364380000,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,119,144,4.10656738682872,1317,8,4,3039750000,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,91,144,1.82123657979981,1549,1018,10,8304345533,paduaCryptoWall
14qxxAP55Dr13BbsuPxQzCzYYcfbSvjsy3,2014,104,144,0.705209552682784,1869,1657,1,1769896051,paduaCryptoWall
14qZ5AHTsFbqCXZGtQcJBACNcXC9fQpSDY,2016,313,4,0.25,2,0,2,8e+07,princetonCerber
14QzX2jUnmHwXkAfS5iLxuG5cTga7ppg6Y,2016,76,8,0.0625,1,0,1,5e+07,princetonLocky
14r1PT8bgTNTZBYEKm4tSrrcCQr77Hxi3N,2013,318,6,0.125,1,0,1,1e+08,montrealCryptoLocker
14r22aUaPQ3v116uUdQciwMeCFXcWsW2zL,2014,105,34,0.500024112654321,3,0,1,41254135,paduaCryptoWall
14R9rFc4bx4Vjew29CS7ivfhRDHZv7Ps4E,2016,179,144,0.000349525857511205,1261,0,2,101240000,princetonCerber
14RAtgaFFjoXMyDywDfzpe89uKHS9JMLUj,2016,311,0,0.5,1,0,2,68850000,princetonCerber
14RAtgaFFjoXMyDywDfzpe89uKHS9JMLUj,2016,313,6,0.333333333333333,1,0,2,73570000,princetonCerber
14rbcETN8vjRXdbFMWi5wczFNJRHjY2yJi,2017,135,144,0.116875941967019,9152,0,2,5e+07,princetonCerber
14RbWk2XeXwzEmGmBFLg57BfAGSW7CACgf,2016,359,0,1,1,0,2,1e+08,princetonCerber
14rceGWbwpFMFt3LFEtBBuGRDHJBdFFMmu,2016,226,144,0.120834988866627,3283,0,2,82180000,princetonCerber
14RezF9fjgQBno5FGQR1CtqytonPW8t7w9,2016,341,2,0.2,1,0,2,83035810,princetonCerber
14RfmtsLyyA3m219Kw6hmdAXRqgvXipB6C,2014,174,0,1,1,0,1,41105751,paduaCryptoWall
14rGFdBqxsi932Tpq6K56isQL2MxUHdWeg,2016,90,32,0.00390625,1,0,2,99999999,princetonLocky
14rhUjAaqa3oj4Fiz4Skv6aCX1t7dAux2C,2016,294,144,0.0506868627616872,4967,0,2,2e+08,princetonCerber
14rKSWF7qQquUWHfmEHzCod71jB4SsVS6B,2016,124,6,0.25,1,0,2,133880000,princetonCerber
14rnGq3DAV4My2egMsSAi4i8XZLpj7WFgh,2016,89,0,0.5,1,0,1,5.1e+08,princetonLocky
14RpbBDacbPVi1JhRbpBSN2FrLSTed8g3P,2016,75,0,1,1,0,2,5e+07,princetonLocky
14rpkCYoxC89V48KaQPjkmXcnw6uKAQUND,2016,144,0,0.5,1,0,2,1.2e+08,montrealCryptXXX
14rpSyyhdgUoJ214Jtc8mzymjGBmubqFg2,2016,279,14,0.03125,1,0,1,3e+08,princetonLocky
14rR7SThYW8CSzvSxXPS3sWF9YewHckqVn,2017,220,4,0.0625,1,0,2,5e+07,princetonCerber
14rRhj6V62jBV1px4sLxHqyPewPLLzHUqJ,2014,76,144,0.0355951915872705,1411,1130,1,4e+07,paduaCryptoWall
14RtvYnNedncwicTwz51gGHmByKMuMHAac,2016,313,8,0.125,1,0,2,1e+08,princetonCerber
14rTZXAUVun9EvV3AGSY75m96GYZtex5ph,2017,111,0,0.5,1,0,1,529226300,montrealDMALockerv3
14RuZGdMDgw5J3BtfHzB68uE7QTg4TZXYG,2016,63,0,1,1,0,1,5e+07,princetonLocky
14rwPaUWxsLvxVCDVuUuEJGzRtwozrm4C5,2016,56,32,1.00006103515625,2,0,3,3e+08,princetonLocky
14Ry8fAq5nFHoZon5NbK1uKTsyVjdqhFF1,2013,308,0,1,1,0,2,41300000,montrealCryptoLocker
14ryL6DerPGS8mjAdwSoSaz9ZJWu1G5Lbg,2016,161,0,0.5,1,0,2,1.2e+08,montrealCryptXXX
14rZkQvDhJ3aHxcfANsv5m5gv19ovdf7WQ,2016,194,144,0.0132782562159308,3050,0,2,1.25e+08,princetonCerber
14S1kkPcZ5NXTmMw5nE18mxoKJCcWWVEGg,2016,151,56,0.000257703993055556,9,0,2,99690000,princetonCerber
14s1WzeXhAmUq9nAQZ7cryT8fbVhhaZutg,2016,278,0,0.5,1,0,2,4e+08,princetonLocky
14S2ZoYDCcDcSFvh7uEuxygNJ2tyU3MUUE,2016,291,14,0.210714285714286,9,0,2,1e+08,princetonCerber
14S4GP9BAVyMhpfLMufYnV7EUhaAMokLiD,2016,129,2,0.333333333333333,1,0,2,1.25e+08,princetonCerber
14S6Pd5FKkLnS9fbUVBqbYezHpkNnpYRWn,2016,332,144,0.42052831982873,1450,0,2,8e+07,princetonCerber
14saXADABViFUiZUSFgFGNKHd1cxPMaQaE,2016,79,2,0.25,1,0,2,300201111,princetonLocky
14SBFGJdWfKwXeY5WPoyTgS1zfxkoVmeDj,2016,352,2,0.75,2,0,2,8e+07,princetonCerber
14sbGMFXqM3PYeX7jpVzAYevQZVXaCUmnx,2016,291,0,0.5,1,0,2,1e+08,princetonCerber
14sC1pDFHWT1iXytJfW9HTST9zbk7d8Uq4,2016,133,144,0.0915182776093834,3357,0,2,71540000,princetonCerber
14SCVMjwcN6QoMBKppmKKo6ASsZY2BRovE,2016,313,4,0.5,1,0,2,8e+07,princetonCerber
14sd5SGmjGBpKKEXEfyMyQeT3sfzf7HpBd,2014,140,118,0.125,1,0,2,54844801,paduaCryptoWall
14SF6MKXR3kxSszu2XP8yUqn1JeQo3ynMY,2016,81,0,0.5,1,0,2,5e+07,princetonLocky
14SgFM5my2iXF6scWt4gfJ7cCe82qrSiXt,2013,338,144,0.348958333334351,2056,1,1,5e+07,montrealCryptoLocker
14sH1411V7ovN8dfJFy5MfWdc6WLjz5zLb,2014,170,2,0.5,1,0,1,198558662,paduaCryptoWall
14Sh97y7jfCfcEQwEzGMGdKidBPHkbA7jn,2016,160,34,0.0001220703125,1,0,2,1.2e+08,montrealCryptXXX
14Sh97y7jfCfcEQwEzGMGdKidBPHkbA7jn,2016,162,144,1.38620922719022e-06,493,0,1,1.2e+08,montrealCryptXXX
14Sh97y7jfCfcEQwEzGMGdKidBPHkbA7jn,2016,158,22,0.25,1,0,2,1.2e+08,montrealCryptXXX
14Sh97y7jfCfcEQwEzGMGdKidBPHkbA7jn,2016,156,56,1.9073486328125e-06,1,0,2,1.2e+08,montrealCryptXXX
14SirAzVzmpPuv1qYP8wUcrdEmfmpnYbQk,2016,277,0,1,1,0,1,397248700,montrealDMALockerv3
14sKFyze7HFf2rvEx62nqbDapJKyJQh5uX,2016,211,0,1,1,0,1,1e+08,princetonLocky
14SktrJUBaAZd8Uet8ZsEta1VNfSrod7LN,2017,7,144,0.0375628933759417,6405,0,2,37750000,princetonCerber
14sLg8g1yva2R8ozHYYE9bKZqEGTyz1oDW,2014,76,0,1,1,0,2,1.8e+08,paduaCryptoWall
14sLg8g1yva2R8ozHYYE9bKZqEGTyz1oDW,2014,157,0,1,1,0,1,70916797,paduaCryptoWall
14SLtARqH5fEkTNM5US5R55ksT9PV8BXP4,2016,193,48,0.618402777777778,9,7,2,4e+08,princetonLocky
14smtm9He3CM8iaXJSzUmQRTa3EKtTLfUo,2016,148,144,1.70269947719871e-06,7042,0,2,7e+07,princetonCerber
14SMxSYzKekTceTCNcS9wFaRosLe3EQfJp,2016,298,2,0.25,1,0,2,8e+07,princetonCerber
14smZuz1icKszjNT1KkEKPp57dip9Wf6in,2016,188,4,0.5,1,0,2,1.2e+08,montrealCryptXXX
14smZuz1icKszjNT1KkEKPp57dip9Wf6in,2016,167,144,0.251508273830875,1056,0,2,1.2e+08,montrealCryptXXX
14sNxKKLaDasaZG151DDoHCm2npUwTcBvT,2015,248,4,0.25,1,0,1,3.18e+08,paduaCryptoWall
14sNxKKLaDasaZG151DDoHCm2npUwTcBvT,2015,178,16,0.00390625,1,0,1,2.92e+08,paduaCryptoWall
14sNxKKLaDasaZG151DDoHCm2npUwTcBvT,2015,190,144,0.0219570948272571,1953,0,2,2.66e+08,paduaCryptoWall
14SPctca2VbHCyLs5gv1SLi14EwaaKcu9d,2017,24,0,1,1,0,2,1e+08,princetonCerber
14SqhTnu7neoHRpmEaT5xdAE5at5DWW4VZ,2016,85,0,0.5,1,0,2,4.1e+08,princetonLocky
14StE3cde62hKZ3tpPnonKT847hBq4BeLS,2016,337,6,0.5,1,0,2,54340000,princetonCerber
14StRCXZoE4Mm5EwhocddUqP6FNM72WYTq,2016,233,144,0.2875,4291,0,1,3e+08,princetonLocky
14sTVpVMxi7aemvjPKvGN8ErrXwGczoWNW,2016,83,26,0.0078125,1,0,1,4e+08,princetonLocky
14SU55Pa5hVp9FW5WqNnYkpFNNvUKkVdMi,2015,258,2,0.2,1,0,1,3.13e+08,paduaCryptoWall
14SUUxw6mhPGGX5TUTVQ8KqS7AvCCbkpgj,2014,80,6,0.0625,1,0,2,1e+09,paduaCryptoWall
14SUUxw6mhPGGX5TUTVQ8KqS7AvCCbkpgj,2014,88,42,0.0833393614969136,2,0,1,2.5e+08,paduaCryptoWall
14SUUxw6mhPGGX5TUTVQ8KqS7AvCCbkpgj,2014,79,2,0.75,1,1,2,7.5e+08,paduaCryptoWall
14SVFbBuDzGGtDUvA3DV6qsPPcLZmcqdoF,2017,7,144,0.473227332082671,4003,0,2,7e+07,princetonCerber
14sWi4L6WQn7BDeRvw9nGCzntuQCfuyh43,2016,64,144,0.905766979800599,8706,4458,1,5e+07,princetonLocky
14SzDpiwZWqxSXj16vNTCJErJKsjfabyKi,2016,87,6,0.0625,1,0,1,1e+08,princetonLocky
14szkYvkJ9vmjeyknsLs7RydBiVAgxpwrs,2016,322,0,0.5,1,0,2,67780000,princetonCerber
14sZMiwGor5Auwm3hdCbVMBXaW8wuZbYZ9,2016,266,0,1,1,0,2,36720000,princetonCerber
14SzQfcmCt4w6Quj6HKTfp5uRCeFrLRWiF,2013,331,144,0.229248046875,5804,5754,1,5e+07,montrealCryptoLocker
14T1eFmzEGZCU4GVVbGVFq8EEF9sqM4mkt,2016,316,4,0.333333333333333,1,0,2,67300000,princetonCerber
14t3uYCTFfswcTo7iGbsGLU3t96cfSRR8B,2017,143,0,1,1,0,2,4e+07,princetonCerber
14T5c6U14ya9YJ1pymPZUegnS1M6QPYajL,2016,277,58,0.0001220703125,1,0,2,2.65e+08,princetonCerber
14t6xgDNvoLSk4mm1W9xaH7xyrDa4GHFEU,2016,78,6,0.0462962962962963,2,0,1,3e+08,princetonLocky
14t8gSBQ7S6iUDEzKUjdQuUc7Yo3dX3KJS,2016,124,6,1.58333333333333,3,0,1,7e+08,princetonLocky
14taH13QdhjncMHgB17pRSw952AiC69YDC,2016,74,0,1,1,0,1,5e+07,princetonLocky
14tAjTndmMhT7LbgDoeiMQscTGhMavrGDg,2016,53,4,0.0833333333333333,1,0,1,5e+07,princetonLocky
14taNBmZV9mt7apVw3oae35ZpKu4S9gfCh,2016,231,0,0.5,1,0,2,105460000,princetonCerber
14TB6EnXyRC4kDY99VpCvXxoVKFncVoSos,2016,260,4,0.5,1,0,2,1e+08,princetonCerber
14tbosy1cEJuKooTE77KJwpankCPvZCSEp,2017,84,22,0.03125,1,0,2,1e+08,princetonCerber
14TcAAsKJwj2SxUFXyWMBdPd5oxTDsVbq4,2017,15,8,0.5,1,0,2,35271596,princetonCerber
14tFBKCWQz2Bum3unV4pqfs2Zrhz2kyrrQ,2014,90,0,0.5,1,0,2,761904762,paduaCryptoWall
14tFBKCWQz2Bum3unV4pqfs2Zrhz2kyrrQ,2014,71,144,0.33909977194303,1279,0,1,1025300000,paduaCryptoWall
14tFBKCWQz2Bum3unV4pqfs2Zrhz2kyrrQ,2014,79,144,0.817187889000671,1827,0,2,410900000,paduaCryptoWall
14tFBKCWQz2Bum3unV4pqfs2Zrhz2kyrrQ,2014,86,40,1.30538105867347,16,0,4,2.9e+08,paduaCryptoWall
14TGUtzj37jN58E9BcG5LeEoacnUL6TAHb,2016,63,144,7.66911347240578e-05,6377,0,2,5e+07,princetonLocky
14thGemoce635CXRNmXehxFamh8Z3hLcHE,2014,80,70,2.35475139853395e-08,1,0,2,503002097,paduaCryptoWall
14TjgrCkhuu5mJHNVQVTvvRNQq8fJ4MePz,2016,363,4,0.25,1,0,2,7e+07,princetonCerber
14TkfS4rtzRGDdiNoRN4SSWQeLKWyYrBE2,2016,150,4,0.25,1,0,2,1.25e+08,princetonCerber
14tmSfXQCknmHzvwBzKqNyBbxjT97Mk9s9,2016,88,144,0.00136644753186622,3744,0,2,4.1e+08,princetonLocky
14TokUMKh3KCaJdEUQVmNA5NXkkoqnCp39,2016,259,144,0.0614422225815994,3564,0,1,2.5e+08,princetonLocky
14TpxboRe7MsPxJw5TYki35BtgmZWUWKK4,2017,201,8,0.125,1,0,1,3e+07,montrealEDA2
14tRqtbeWrHfDDuaFF91mK1eUvLNx4Hq6C,2016,187,0,1,1,0,1,2.5e+08,princetonLocky
14tsQszpA92SfvZBkjZsKjCHpEfbeNGEda,2016,96,144,0.111987167261873,1670,0,1,5e+07,princetonLocky
14TUppiAxSWzfLbn5ZMpwJnrRRccDGC5Fm,2016,277,4,1,1,0,2,4e+08,princetonLocky
14tUSiU4PfmbKjiL6LM6Jm97U9pLuCbVw4,2016,287,0,1,1,0,1,4e+08,princetonLocky
14tVQD8qH88bLXMXvRQQhtjadURzenzTbM,2017,93,12,0.0078125,1,0,2,7.5e+07,princetonCerber
14twA9JV5NLbPr8by2wEpCoetScsd7Nbvr,2016,181,144,0.0354519017147507,2697,0,2,1.2e+08,montrealCryptXXX
14twA9JV5NLbPr8by2wEpCoetScsd7Nbvr,2016,161,144,0.250577450169098,1237,0,4,239990000,montrealCryptXXX
14twA9JV5NLbPr8by2wEpCoetScsd7Nbvr,2016,160,144,0.0317694330198249,4341,0,2,1.2e+08,montrealCryptXXX
14twA9JV5NLbPr8by2wEpCoetScsd7Nbvr,2016,163,4,0.25,1,0,2,1.2e+08,montrealCryptXXX
14twBfatZV6ZrkgMCVuceRa75hormWRNrB,2016,351,24,0.275841346153846,4,0,2,36400000,princetonCerber
14u47HRyrbr2hwVoWcNhKPa65CdndeiSrN,2016,336,18,0.0625,1,0,2,8e+07,princetonCerber
14U5YohaUtXRMMb7sqeTA6kcFJ6hHwwZi7,2016,102,132,0.000239778388912485,1450,0,2,1.5e+08,princetonLocky
14U6EM5Vnqtps3wi5wSLo4fvq7u1oeru7L,2013,338,0,1,1,0,1,5e+07,montrealCryptoLocker
14U6SuqEc23tPYg876qdSS7CvqERrSx9Ry,2016,254,0,1,1,0,2,8e+07,princetonCerber
14u7Gwe6UrQKfJp3yXUqa5V8sH45urVxGx,2016,165,2,0.25,1,0,2,110390001,princetonCerber
14U8LCyUXzXU8YFYTH4vS1D2tNVGWhicVk,2014,69,0,0.5,1,0,1,44354759,paduaCryptoWall
14U8S3NGjydYQotxx9ujEcprH9nAizvdyG,2016,77,2,0.25,1,0,1,5e+07,princetonLocky
14U9iWdcHCJo7GKVj5z5QpybBGQsDnLt3A,2016,127,144,0.681091515210006,6464,5709,1,4.1e+08,princetonLocky
14u9M2sWi6rPHKAgkM5fP89pDes6E3wCmm,2016,127,0,0.5,1,0,1,1e+08,princetonLocky
14UAHWj3gBfVMvp9hjCV6ESLshnyDFDxc3,2017,201,10,0.0154320987654321,3,0,2,4e+07,princetonCerber
14UAPuJ9MoUWEbjM1mem7uVtr92HpxuUSS,2016,290,36,0.0078125,1,0,1,2.5e+08,princetonLocky
14uC6fy6VwpZzmL3szrc6S9rhGVJFZoqPt,2017,167,0,1,1,0,2,4e+07,princetonCerber
14ucnGJ2NvhWzVpziqtWCqAE2BDCSSf1d5,2016,141,0,0.5,1,0,2,1.2e+08,montrealCryptXXX
14ucnGJ2NvhWzVpziqtWCqAE2BDCSSf1d5,2016,137,140,1.23427189138257e-09,100,0,1,1.2e+08,montrealCryptXXX
14uCvxAAt7KZwcDgGvbmRTDuyGbvyZSB5G,2016,263,0,1,1,0,1,4e+08,princetonLocky
14uczQnFyPHRDiS3D5Hm51CCwXxyYfvEHJ,2017,37,4,1,2,0,2,8e+07,princetonCerber
14uGdDMKJgXiyf1ZtbJAii5YzAjLdByPvo,2016,124,6,0.5,1,0,1,7.5e+07,princetonLocky
14ugj5CzGqaTvaVUTMyeruftUvZXnBKNgH,2016,258,144,0.879858494585798,4104,0,2,67880000,princetonCerber
14UHED21vHehMWdEpejKRft2tXwNJwqfK8,2016,264,144,1.47297531623082,4817,0,1,4e+08,princetonLocky
14UiSCCwy5Ymed521qe2aaNxaBwi55T3e5,2017,130,12,0.03125,1,0,2,1e+08,princetonCerber
14UiwKSDZgwcsi5yf88ygBEBHCKZd6JCR4,2017,61,144,0.0289620996345302,5147,0,2,8e+07,princetonCerber
14uJ2QNgg4gvstRkJuJ2yPrjJiF787XyWe,2016,318,4,0.25,1,0,2,1e+08,princetonCerber
14ujLQwtnQjnxyp7KtyHKhj8dsgoBkTwcb,2013,281,8,0.65625,3,0,2,2e+08,montrealCryptoLocker
14UKG6AFQCsch2iJVsZKrDMxTEbkj2cdPP,2016,357,144,1.2500312532305,6188,0,1,1.7e+08,montrealSamSam
14ULFGfsd7daXdbRxR3jDPyVwUZE6qRtXJ,2017,107,14,0.00694444444444444,1,1,2,8e+07,princetonCerber
14UM368ujjL3o9S8DxEhd5xJpxcdh7jdBD,2016,123,144,0.118795238179246,5900,2972,2,7.6e+07,princetonCerber
14umTB5udY9PcYkMamCczXhc5StvnScdN1,2017,33,0,1,1,0,2,8e+07,princetonCerber
14UmUN7gX739DsyUrxuEPgUEueAbhsos4G,2016,89,10,0.0104166666666667,1,0,1,3e+08,princetonLocky
14UNup9ys1w5HCC3zEj7nynF7aSFCJiyNQ,2013,312,144,0.154764869963083,2311,0,1,2e+08,montrealCryptoLocker
14Uo1UvgcZcubouVdmq7GuRmZm2LAFrYRJ,2016,59,0,1,1,0,1,2e+08,princetonLocky
14uojWYkSLLJTyPUk94Rdsbfu3wdgqcqti,2016,82,0,0.5,1,0,1,5e+07,princetonLocky
14UQeVEfBPGQq48iZuXYugDcDhUkX6Ctpw,2016,85,0,0.5,1,0,2,1e+08,princetonLocky
14Uqs6MDZC97B9VV3yeCxBqJ21Drn2mfrs,2017,73,4,0.666666666666667,2,0,2,8e+07,princetonCerber
14uqViqM4FoYQCr6Pte537bVLRjJHYVDry,2016,198,140,6.49724248861733e-07,272,0,2,125050000,princetonCerber
14UrfERgfmq8t2MYnA4RTA1EkFaxPbSXvR,2017,34,50,0.0078125,1,0,2,1e+08,princetonCerber
14UrWcnonGg9P5VuvYLEEpwkxaYz1v8JKN,2017,160,6,0.0357142857142857,1,0,2,4e+07,princetonCerber
14uS8cMWSAs39ytBnnth84iTHvUATDghxY,2017,20,2,0.25,1,0,1,2.5e+08,princetonLocky
14UVttFbL9rXE6sBhhcf3JJBin2dAFWr1R,2016,359,2,1.5,2,0,2,5.6e+07,princetonCerber
14UvvvGf2skkPjGmULYbVqW8FG2qX2fBnK,2016,91,0,0.5,1,0,1,1e+08,princetonLocky
14uW4eDNRPUZW5MzE3Cbbsn7DkzBSTs36x,2013,298,26,0.10078125,4,0,1,2e+08,montrealCryptoLocker
14UwoAxXbFnzPdw8gnSoeShjPMn1qLYCZ4,2016,271,0,0.5,1,0,2,8e+07,princetonCerber
14UWPLULEXvtUz8Pc46AJTCLmFpg7FS9LN,2013,281,24,0.0108642578125,3,0,1,2e+08,montrealCryptoLocker
14UY7MW31v9tH5zkfzpHGR6sXFNx4KbXdv,2016,281,30,0.0078125,1,0,2,1e+08,princetonCerber
14uyk66hduQMzp528fdgggbC7PvJaZ3uZM,2016,137,2,0.75,2,0,2,1.25e+08,princetonCerber
14uyKybqv9hwnMmTWb98XhEVdThemfSgiX,2016,90,0,0.5,1,0,1,1e+08,princetonLocky
14UzakxqMGBsrbfX1HUzHP71UFD5pM8riZ,2017,14,144,1.33705825150393,3829,0,1,5e+08,montrealDMALockerv3
14V1PcYxK8JukCCVp56umFoKW37H312tzq,2016,162,2,0.25,1,0,1,1.2e+08,montrealCryptXXX
14V1PcYxK8JukCCVp56umFoKW37H312tzq,2016,169,6,0.0625,1,0,1,1.2e+08,montrealCryptXXX
14V2vdS4FLeKBueSfJbuS4driXSxfVaMfo,2016,322,4,0.0185185185185185,1,0,2,8e+07,princetonCerber
14v2zsYLw5e4m3Fomv34ZSeDVq2ukraZAD,2013,348,144,0.33344928937375,595,0,1,5e+07,montrealCryptoLocker
14v37Xyqewzbjwu2nA8gJM6rq8UyDaDhGd,2016,210,6,0.0625,1,0,2,74070000,princetonCerber
14V3pUJv68LjRCBC9BnCPpNnZBKi8SyAEP,2016,201,0,0.5,1,0,2,7.2e+07,princetonCerber
14v4DfqrEs6o2DyUuuqnQQAQB7dhcxT1y5,2016,70,0,1,1,0,1,49892060,princetonLocky
14V7AUh327MTd45T2USeEEJGgdD4SSdGmN,2016,78,4,0.25,1,0,1,5e+07,princetonLocky
14v7RM1oZQBVC1AJxUWT7P497tLjPQkW8R,2016,114,0,0.5,1,0,1,7.5e+07,princetonLocky
14v7SMx5BRCriJ1R4UDybnQFa9Xr3RDdX2,2014,106,6,0.25,1,0,2,54334404,paduaCryptoWall
14v7SMx5BRCriJ1R4UDybnQFa9Xr3RDdX2,2014,66,0,0.333333333333333,1,0,1,30329952,paduaCryptoWall
14v7SMx5BRCriJ1R4UDybnQFa9Xr3RDdX2,2014,156,0,1,1,0,1,50000792,paduaCryptoWall
14v7SMx5BRCriJ1R4UDybnQFa9Xr3RDdX2,2014,108,144,0.744454473376524,1137,0,1,48801561,paduaCryptoWall
14V8qLiuTJLvx3tvcy7p2qWHfaU9hL9wNb,2016,113,4,0.5,1,0,2,1e+08,princetonCerber
14V9XjVzm1ZeavbuWHsGZnL6Jt81L4hNJJ,2017,20,0,0.5,1,0,1,97268600,montrealDMALockerv3
14vA5eXpUCaXuchSL2TjE4oJ7iW96xVabR,2016,321,16,0.0625,1,0,2,1e+08,princetonCerber
14VafLxPLPs1SR6sm9rL65fEzSuSKUTS93,2014,76,144,0.440540100670217,1417,1339,3,132126667,paduaCryptoWall
14VafLxPLPs1SR6sm9rL65fEzSuSKUTS93,2014,81,68,0.658761928309419,10,1,7,523040784,paduaCryptoWall
14VafLxPLPs1SR6sm9rL65fEzSuSKUTS93,2014,79,144,2.55223740905063,1966,1822,3,328958309,paduaCryptoWall
14VafLxPLPs1SR6sm9rL65fEzSuSKUTS93,2014,83,144,3.38791125553539,1469,583,9,594161917,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,66,144,0.044142030373298,728,0,1,1e+08,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,134,2,0.5,1,0,1,143390000,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,145,104,1.49011611938477e-08,1,0,1,56917644,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,136,18,0.25,1,0,2,67900000,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,147,2,0.0166666666666667,1,0,1,112328767,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,155,6,0.5,1,0,1,44500000,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,71,0,1,1,0,1,51719555,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,73,16,2,2,0,2,675099668,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,69,0,0.5,1,0,1,73134700,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,170,4,0.0769230769230769,1,0,1,101400000,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,75,18,0.101116071428571,16,0,1,42966000,paduaCryptoWall
14VAGq62MUrJEaGvTP1MQ1hshyrX2bjvVi,2014,82,20,0.5,1,0,1,47075590,paduaCryptoWall
14vcar1sRgm7SLsLF2KUaFFHLG82cYrUTE,2016,181,90,0.0885417064030965,6,0,1,1.2e+08,montrealCryptXXX
14vcar1sRgm7SLsLF2KUaFFHLG82cYrUTE,2016,161,0,0.5,1,0,2,1.2e+08,montrealCryptXXX
14vCJ4stbbXjsDjhMTNegyVrR9YuiMKQx6,2016,357,2,0.5,2,0,2,8e+07,princetonCerber
14vDttRLMs9RekH6bUVJxhhiimu9HToAZX,2016,289,144,0.00298416364335143,577,0,2,1e+08,princetonCerber
14VfGvNXGddMU3CTk6kZbJWcTyXHKLUZ6Y,2016,125,2,0.25,1,0,2,1.25e+08,princetonCerber
14viECb13cM1zuFNMXDKB4Y54pfvzev6BD,2016,84,4,0.25,1,0,2,4.1e+08,princetonLocky
14vJBwF6qLdQ9ZoYnvFTm8Xz6AiBsC4gNY,2016,341,10,0.0625,1,0,2,8e+07,princetonCerber
14vjGHppkZP52SkuCLK7nhcZ2TsZHSM6z4,2016,83,0,1,1,0,2,5e+07,princetonLocky
14vJouet4ede6A4QCbNh9Ub1byvp1DzYQR,2016,85,4,0.125,1,0,2,49990000,princetonLocky
14VkKtnca9VcPgD41NbaQ55VGhuoCes3t2,2017,6,58,0.000108506944444444,1,0,2,6.9e+07,princetonCerber
14VnLZWJ87XmreHWysf6dy1NEH1qsiD5Er,2014,78,0,1,2,0,3,315131000,paduaCryptoWall
14VnLZWJ87XmreHWysf6dy1NEH1qsiD5Er,2014,88,0,0.5,1,0,2,204745000,paduaCryptoWall
14VnLZWJ87XmreHWysf6dy1NEH1qsiD5Er,2014,79,0,0.5,1,0,1,153792000,paduaCryptoWall
14VnLZWJ87XmreHWysf6dy1NEH1qsiD5Er,2014,101,0,0.5,1,0,1,150586000,paduaCryptoWall
14VnLZWJ87XmreHWysf6dy1NEH1qsiD5Er,2014,89,0,0.5,1,0,1,135277000,paduaCryptoWall
14VnLZWJ87XmreHWysf6dy1NEH1qsiD5Er,2014,102,0,0.5,1,0,2,169652000,paduaCryptoWall
